id,profile_id,type,amount,category_id,income_source_id,description,transaction_date,created_at,updated_at,notes,tags
989b663c-5885-4195-9d42-6f166ec8c3eb,70914bac-b669-4a4e-91f6-d5b928b054ee,expense,3100.00,dbe3f3d4-104e-45d0-ba5b-b33255438bc3,,Ahmadhiyya School Fee,2026-03-09,2026-03-15 09:20:54.609862+00,2026-03-15 09:20:54.609862+00,,
995fe928-871a-4755-ba93-ce6b4afd6149,5e4fc784-6ba6-4354-a19c-c294ba362179,income,10000.00,,,,2026-02-27,2026-02-27 21:42:01.639819+00,2026-02-27 21:42:01.639819+00,,
9a68a8e8-4e36-40f3-a8f0-f9dfed15adb3,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,16000.00,145b1eee-7935-495a-a78f-829fa5e52712,,House Rent,2026-03-05,2026-03-05 11:14:22.430801+00,2026-03-05 11:14:22.430801+00,,
9af45722-a2d7-4571-a91d-245e73f7e216,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-04,2026-03-04 16:25:20.861879+00,2026-03-04 16:25:20.861879+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
9d4a437d-218b-4dc7-bf4c-707939d6d3a1,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,111.83,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:06:11.326432+00,2026-03-07 21:06:11.326432+00,,
a0934933-0191-4188-a3e2-c306dfbf395b,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-14,2026-03-15 12:36:56.778043+00,2026-03-15 12:37:30.676058+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
a1ab4871-9a6d-4983-9fb2-aaee9660532b,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,1220.00,145b1eee-7935-495a-a78f-829fa5e52712,,Loan lui,2026-03-10,2026-03-02 04:33:25.744815+00,2026-03-02 04:33:25.744815+00,,
a4d21d44-b360-4b65-afa3-65886370001f,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,863.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,Hood,2026-03-01,2026-03-01 18:59:30.989139+00,2026-03-01 18:59:30.989139+00,Kitchen hood,
a5041281-b346-458c-b105-8770160be0de,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,193.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:14:05.210597+00,2026-03-07 21:14:05.210597+00,,
a5c1aa67-fb84-4a26-a521-b2fb2758e8a8,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,58.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:07:44.722894+00,2026-03-07 21:07:44.722894+00,,
a6e3256c-5051-4767-9c1f-c2b167046daa,65ede15e-f450-4a42-b1d9-1496c3359b24,income,2500.00,,dadf2122-c23d-4af8-b4e3-be1e650d668c,Javaahirumaage rent,2026-03-05,2026-03-05 11:13:57.847187+00,2026-03-05 11:13:57.847187+00,,
a6f81110-3849-4d67-9c4c-499c25bc6070,4c276124-ba30-4bfb-aed2-4db99e9563bd,expense,212.00,,,Ooredoo Phone,2026-03-20,2026-03-23 10:24:21.697234+00,2026-03-23 10:24:21.697234+00,,
a7f47924-0293-42f9-b48e-6af25f150ad9,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,75.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-12,2026-03-13 21:41:26.937796+00,2026-03-13 21:41:26.937796+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 5
Rate: 15",
a913cc84-9883-4656-b3da-d919a3e1b402,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,395.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:11:44.878885+00,2026-03-07 21:11:44.878885+00,,
a94dbbaf-c308-4dcc-9264-8f50aeac95b5,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,30.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi income - Click Black (AOOG 8852),2026-03-02,2026-03-02 15:57:06.275937+00,2026-03-02 15:57:06.275937+00,"Vehicle: Click Black (AOOG 8852)
Trips: 2
Rate: 15",
aac9a97d-cb0f-4a31-a337-8d47b7f35bc1,65ede15e-f450-4a42-b1d9-1496c3359b24,income,15.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside HM Phase 1 - Click Black (AOOG 8852),2026-03-08,2026-03-08 17:30:07.149048+00,2026-03-08 17:30:07.149048+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside HM Phase 1
Trips: 1
Rate: 15",
ac94c546-2b3f-4bd9-a928-ef9101d7b67a,7bd8c236-a517-4e11-b02e-ff655d6aac58,income,45.00,,ed4cfea6-cdda-457d-892d-7bf7eeaccefb,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-10,2026-03-10 18:02:43.487331+00,2026-03-10 18:02:43.487331+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 3
Rate: 15",
acd7f305-f4ac-4f87-b1a7-ba399b86c5f5,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-04,2026-03-04 16:24:34.417324+00,2026-03-04 16:24:34.417324+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
adad17a6-7a6b-4dd6-898e-50b7976708dc,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,7000.00,,6e1fbc2b-ba32-4d40-98a8-6b03eebd9590,Accommodations Allowance,2026-03-10,2026-03-10 18:09:21.939561+00,2026-03-10 18:09:21.939561+00,,
aeee72f4-e6b2-4a42-a7ab-1b431274bc52,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,20.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-12,2026-03-13 21:46:42.899863+00,2026-03-13 21:46:42.899863+00,,
af874798-b605-4ddc-951f-8831d077a23b,65ede15e-f450-4a42-b1d9-1496c3359b24,income,15.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-17,2026-03-18 19:36:56.354643+00,2026-03-18 19:36:56.354643+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
b174fe72-7c27-462e-8517-e11ea0c3bfc7,110675a7-0859-4951-9a93-a418f767c8d4,expense,1500.00,8a09d17f-dd4d-43d7-817e-b74d368e63a1,,Yaan Eid and other items,2026-03-19,2026-03-19 12:45:49.600684+00,2026-03-19 12:45:49.600684+00,,
b2c5717d-cb3e-428b-9246-27b94d0ea0d2,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,35.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Male' to Airport - Click Black (AOOG 8852),2026-03-14,2026-03-15 12:38:41.436701+00,2026-03-15 12:38:41.436701+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to Airport
Trips: 1
Rate: 35",
b2cca908-844b-416f-8a87-814eb793efcb,260724ca-c26a-4e5b-b4f6-0ec497ad2dc5,income,6000.00,,,,2026-03-02,2026-03-02 18:10:00.490732+00,2026-03-02 18:10:00.490732+00,,
b446170b-a825-49f6-9436-034b499696ca,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,20.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - HM Phase 1 to HM Phase 2 - Click Black (AOOG 8852),2026-03-14,2026-03-15 12:39:23.59532+00,2026-03-15 12:39:23.59532+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: HM Phase 1 to HM Phase 2
Trips: 1
Rate: 20",
bacf8032-de1f-459c-9694-9d137b3ef1d6,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,64.44,2fd8391d-d82d-4f2a-ac6c-007964463312,,Taxi expense - petrol - Click Black (AOOG 8852),2026-03-03,2026-03-03 20:08:55.591909+00,2026-03-03 20:08:55.591909+00,"Vehicle: Click Black (AOOG 8852)
Full tank in FSM ( Henveyru)",
bb8e9fc3-c24e-4844-b825-aa546add3280,4c276124-ba30-4bfb-aed2-4db99e9563bd,expense,150.00,55d97cca-c673-4822-a358-0a1036133160,,Central medically,2026-03-02,2026-03-02 13:37:10.078488+00,2026-03-02 13:37:10.078488+00,,
bebe2353-68d7-4fc7-a262-aa009a64ff0c,4c276124-ba30-4bfb-aed2-4db99e9563bd,expense,487.41,14864275-f7a7-48ea-8d11-64bd8dbe5a83,,,2026-03-12,2026-03-12 08:29:21.472355+00,2026-03-12 08:29:21.472355+00,,
bf6ac4b9-3bcd-4846-89e6-fd20d6e3ced0,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,45.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - HM Phase 1 to Male' - Click Black (AOOG 8852),2026-03-05,2026-03-05 04:56:52.934592+00,2026-03-05 04:56:52.934592+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: HM Phase 1 to Male'
Trips: 1
Rate: 45",
c2302d77-fef4-4687-b226-2c198c1aa6bb,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,2128.80,145b1eee-7935-495a-a78f-829fa5e52712,,MWSC Water,2026-03-07,2026-03-01 21:27:59.012002+00,2026-03-01 21:27:59.012002+00,,
c40c9bcc-99fd-47a5-b254-82f88991ebb7,65ede15e-f450-4a42-b1d9-1496c3359b24,income,60.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-06,2026-03-07 15:23:14.274562+00,2026-03-07 15:23:14.274562+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 4
Rate: 15",
c642f08b-0a54-499a-8315-b95449b06692,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,66.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:12:20.849789+00,2026-03-07 21:12:20.849789+00,,
c6ad7569-43ef-4563-8af4-f34ea34b87ce,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside HM Phase 1 - Click Black (AOOG 8852),2026-03-14,2026-03-15 12:39:37.413581+00,2026-03-15 12:40:10.22151+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside HM Phase 1
Trips: 1
Rate: 15",
c95f80ba-d7fb-40f8-9a2f-23ddc71ec4bf,db645f92-01b3-4f6f-a157-8ecaab9669a2,expense,570.00,adfdbd98-c215-46ad-a22c-5ad35f614db1,,Tuition Fee,2026-03-10,2026-03-10 17:59:39.763828+00,2026-03-10 17:59:39.763828+00,,
c9dfa9d4-c5ce-4e73-bb81-6c721e7ee2fa,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,1200.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,Door lock,2026-03-01,2026-03-01 19:06:19.722954+00,2026-03-01 19:06:19.722954+00,Main door fingerprint lock,
ca58e714-8497-4d97-a42b-c3ca8666fb2c,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,187.10,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,Sur,2026-02-28,2026-02-28 12:19:01.653686+00,2026-02-28 12:19:01.653686+00,,
cae48b8c-5159-40c1-96c8-f0c6b46395d7,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-05,2026-03-05 15:40:07.673434+00,2026-03-05 15:40:07.673434+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
cc3445ce-28b8-4d9e-a6a6-313041c6a7a8,65ede15e-f450-4a42-b1d9-1496c3359b24,income,45.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Male' to HM Phase 1 - Click Black (AOOG 8852),2026-03-09,2026-03-09 18:28:25.765642+00,2026-03-09 18:28:25.765642+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to HM Phase 1
Trips: 1
Rate: 45",
cd2bfe3b-1c1d-48c7-b6ce-b893059fd56f,65ede15e-f450-4a42-b1d9-1496c3359b24,income,30.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-06,2026-03-06 12:28:22.889273+00,2026-03-06 12:28:22.889273+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 2
Rate: 15",
d19f4c5a-34b4-4ff0-b70b-c5d3b6dc8704,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,557.00,279b884f-cadf-4b55-b96b-e4d25fa2c8f1,,Dunk and Dip,2026-03-01,2026-03-01 09:04:35.913126+00,2026-03-01 09:04:35.913126+00,Ifthar,
d25a66cf-75d3-4be0-a8f2-469dc5b0440f,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,15.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-04,2026-03-04 16:19:42.686233+00,2026-03-04 16:19:42.686233+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
d335f984-12da-4eba-a3b4-48b099d0d0ec,110675a7-0859-4951-9a93-a418f767c8d4,income,90.00,,d14518b6-2069-465c-9024-abb94ad99cf1,Taxi [Avas Ride] - HM Phase 1 to Male' - Click Black (AOOG 8852),2026-03-19,2026-03-19 19:12:59.06571+00,2026-03-19 19:12:59.06571+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: HM Phase 1 to Male'
Trips: 2
Rate: 45",
d533accb-1e00-4461-bbe2-2f46fdfdfcef,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,18597.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,3 Ac Installation,2026-03-01,2026-03-01 18:55:02.72501+00,2026-03-01 18:55:02.72501+00,"3 Ac 9000btu
And installation",
d6ec7b14-c2d3-4097-bb8a-65614b5e81c4,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,78.48,2fd8391d-d82d-4f2a-ac6c-007964463312,,Taxi expense - petrol - Click Black (AOOG 8852),2026-03-07,2026-03-07 21:16:36.626436+00,2026-03-07 21:16:36.626436+00,Vehicle: Click Black (AOOG 8852),
d70834b0-17bc-4f4e-8ffe-d341f727a153,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,6700.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,Aluminium doord,2026-03-01,2026-03-01 18:49:46.612843+00,2026-03-01 18:49:46.612843+00,2 Aluminum door for utility belcony,
d9a6c56a-c339-4660-b3c7-7b2741fc0acf,65ede15e-f450-4a42-b1d9-1496c3359b24,income,1500.00,,f84222f3-ff42-4145-bebc-c65cfe906a5d,Eid Bonus,2026-03-19,2026-03-19 12:43:30.638516+00,2026-03-19 12:43:30.638516+00,,
da0b8857-72b2-48a0-a064-2a4dd92544e7,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,100.00,,6e1fbc2b-ba32-4d40-98a8-6b03eebd9590,Petrol Allowance,2026-03-15,2026-03-15 09:30:31.102348+00,2026-03-15 09:30:31.102348+00,,
da52aa9c-dd0b-4227-ab29-ebb047f07d72,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,30.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-15,2026-03-15 15:34:51.390199+00,2026-03-15 15:34:51.390199+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 2
Rate: 15",
dc1d5ad7-0da5-4d0e-a241-1e380ff5122e,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,30.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-05,2026-03-05 04:57:04.572268+00,2026-03-05 04:57:04.572268+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 2
Rate: 15",
e1e916ba-0e5e-484f-aad4-770c4681cff8,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,79.98,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-07,2026-03-07 21:09:07.14412+00,2026-03-07 21:09:07.14412+00,,
e372c727-faba-43dd-9338-c20669a44277,7bd8c236-a517-4e11-b02e-ff655d6aac58,income,45.00,,ed4cfea6-cdda-457d-892d-7bf7eeaccefb,Taxi [Avas Ride] - Male' to HM Phase 1 - Click Black (AOOG 8852),2026-03-10,2026-03-10 18:02:53.903056+00,2026-03-10 18:02:53.903056+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to HM Phase 1
Trips: 1
Rate: 45",
e602dee5-7232-440a-be93-a2da14bd6ee4,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,35.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Airport to Male' - Click Black (AOOG 8852),2026-03-04,2026-03-04 16:24:57.153049+00,2026-03-04 16:24:57.153049+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Airport to Male'
Trips: 1
Rate: 35",
e69c2c17-d097-4be0-ad54-ca976ed77492,65ede15e-f450-4a42-b1d9-1496c3359b24,income,7000.00,,f84222f3-ff42-4145-bebc-c65cfe906a5d,Accommodation Allowance,2026-03-10,2026-03-10 17:59:40.300128+00,2026-03-10 17:59:40.300128+00,,
e6c4198c-5f24-4c0c-8a06-c886574f03ec,65ede15e-f450-4a42-b1d9-1496c3359b24,income,90.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Male' to HM Phase 1 - Click Black (AOOG 8852),2026-03-16,2026-03-18 19:36:27.597251+00,2026-03-18 19:36:27.597251+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to HM Phase 1
Trips: 2
Rate: 45",
e7a49e44-afea-40c6-b85b-59da243b7d3c,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,400.00,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-09,2026-03-09 18:34:26.398909+00,2026-03-09 18:34:26.398909+00,,
eb31da01-e148-4934-a8d8-148d94426b52,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,50.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Male' to HM Phase 2 - Click Black (AOOG 8852),2026-03-04,2026-03-04 16:25:06.177675+00,2026-03-04 16:25:06.177675+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to HM Phase 2
Trips: 1
Rate: 50",
f1872383-5370-4a9f-ba18-4461f97ba58d,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,47.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,1 pair corner door hinges,2026-03-16,2026-03-16 19:13:26.497311+00,2026-03-16 19:13:26.497311+00,,
f229d709-c04a-46ed-94e4-e6b9b91143f9,65ede15e-f450-4a42-b1d9-1496c3359b24,income,60.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-07,2026-03-07 15:24:24.656189+00,2026-03-07 15:24:24.656189+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 4
Rate: 15",
f2d4bf41-329a-45b5-bddb-1617eed5a540,4c276124-ba30-4bfb-aed2-4db99e9563bd,income,35.00,,c80bbdf7-2db2-4ca6-a5d5-98a579daa123,Taxi [Avas Ride] - Male' to Airport - Click Black (AOOG 8852),2026-03-15,2026-03-15 15:35:52.543268+00,2026-03-15 15:35:52.543268+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Male' to Airport
Trips: 1
Rate: 35",
f36f40a5-98b0-451e-a9e1-73cc979e1355,65ede15e-f450-4a42-b1d9-1496c3359b24,income,15.00,,5cadc13a-25cb-484a-9b31-a4768623eb2b,Taxi [Avas Ride] - Inside Male' - Click Black (AOOG 8852),2026-03-08,2026-03-08 17:29:47.34422+00,2026-03-08 17:29:47.34422+00,"Vehicle: Click Black (AOOG 8852)
App: Avas Ride
Route: Inside Male'
Trips: 1
Rate: 15",
f466efb0-adb3-4357-8f6e-e9510bda838d,5ae43916-9d10-49aa-bbe6-718ede476e8a,expense,17400.00,9173624c-f61c-417b-bd2d-415f515b1eb0,,30 block board,2026-03-09,2026-03-09 20:13:11.756804+00,2026-03-09 20:13:11.756804+00,,
f73b7ae2-b011-446d-87b0-e355d038168b,65ede15e-f450-4a42-b1d9-1496c3359b24,expense,211.80,bede1b5b-0fe8-4f04-9465-61db1cb1f9e7,,,2026-03-15,2026-03-15 08:29:49.320274+00,2026-03-15 08:29:49.320274+00,,
fbe67bde-725a-4602-b71e-17457234291f,65ede15e-f450-4a42-b1d9-1496c3359b24,income,27000.00,,373304e2-d101-4671-a7da-709abd9eabd6,,2026-02-27,2026-02-27 17:32:49.088018+00,2026-02-27 17:32:49.088018+00,,
